id,text,label
1040,it's not original enough .  ,0
1041,"there's some outrageously creative action in the transporter . . . [b]ut by the time frank parachutes down onto a moving truck , it's just another c artoon with an unstoppable superman .",0
1042,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday .  ",0
1043,"a long-winded , predictable scenario .  ",0
1044,"the drama was so uninspiring that even a story immersed in love , lust , and sin couldn't keep my attention .  ",0
1045,more likely to have you scratching your head than hiding under your seat .  ,0
1046,"as home movie gone haywire , it's pretty enjoyable , but as sexual manifesto , i'd rather listen to old tori amos records .     ",1
1047,"kitschy , flashy , overlong soap opera .  ",0
1048,"unless you're a fanatic , the best advice is : 'scooby' don't .  ",0
1049,it's both a necessary political work and a fascinating documentary . . .      ,1
1050,"a determined , ennui-hobbled slog that really doesn't have much to say beyond the news flash that loneliness can make people act weird .  ",0
1051,"human resources was a good , straightforward tale , but time out is better . it's haunting . it's like a poem .      ",1
1052,"halloween : resurrection isn't exactly quality cinema , but it isn't nearly as terrible as it cold have been .      ",1
1053,"a movie that both thrills the eye and , in its over-the-top way , touches the heart .      ",1
1054,"chicago is sophisticated , brash , sardonic , completely joyful in its execution .      ",1
1055,"a lot of fun , with an undeniable energy sparked by two actresses in their 50s working at the peak of their powers .      ",1
1056,"so routine , familiar and predictable , it raises the possibility that it wrote itself as a newly automated final draft computer program .  ",0
1057,diverting french comedy in which a husband has to cope with the pesky moods of jealousy .      ,1
1058,"sheridan had a wonderful account to work from , but , curiously , he waters it down , turning grit and vulnerability into light reading .  ",0
1059,"an uplifting , near-masterpiece .      ",1
1060,"asia authors herself as anna battista , an italian superstar and aspiring directress who just happens to be her own worst en em y .   ",1
1061,"it's excessively quirky and a little underconfident in its delivery , but otherwise this is the best 'old neighborhood' p roj ec t sin ce c hristopher walken kinda romanced cyndi lauper in the opportunists .",1
1062,may be the most undeserving victim of critical overkill since town and country .      ,1
1063,"lan yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery .      ",1
1064,the slam-bang superheroics are kinetic enough to engross even the most antsy youngsters .      ,1
1065,burns' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off .  ,0
1066,"offers very little genuine romance and even fewer laughs . . . a sad sitcom of a movie , largely devoid of charm .  ",0
1067,"for anyone who grew up on disney's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor .  ",0
1068,"a full experience , a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence .     ",1
1069,"the master of disguise may have made a great saturday night live sketch , but a great movie it is not .  ",0
1070,both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement .      ,1
1071,"if a few good men told us that we "" can't handle the truth "" than high crimes poetically states at one point in this movie that we "" don't care abou t the truth . "" ",0
1072,the history is fascinating ; the action is dazzling . they just don't work in concert .      ,1
1073,"nakata's technique is to imply terror by suggestion , rather than the overuse of special effects .      ",1
1074,"writer/director burr steers emphasizes the q in quirky , with mixed results .  ",0
1075,"a bittersweet film , simple in form but rich with human events .      ",1
1076,"the direction , by george hickenlooper , has no snap to it , no wiseacre crackle or hard-bitten cynicism .  ",0
1077,a tasty slice of droll whimsy .      ,1
1078,"despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly sedate pacing .  ",0
1079,i felt trapped and with no obvious escape for the entire 100 minutes .  ,0
1080,"there is no psychology here , and no real narrative logic -- just a series of carefully choreographed atrocities , which become strangely impersonal and abstract . ",0
1081,"about amy's cuteness , amy's career success ( she's a best-selling writer of self-help books who can't help herself ) , and amy's neuroses when it c omes to men . ",0
1082,"[grant's] bumbling magic takes over the film , and it turns out to be another winning star vehicle .      ",1
1083,peppered with witty dialogue and inventive moments .      ,1
1084,"seems based on ugly ideas instead of ugly behavior , as happiness was . . . hence , storytelling is far more appealing .      ",1
1085,lawrence preaches strictly to the converted .  ,0
1086,"a real story about real people living their lives concerned about the future of an elderly , mentally handicapped family mem be r .   ",1
1087,"but buying into sham truths and routine "" indie "" filmmaking , freundlich has made just another safe movie . it's not horrible , just horribly medio cre . ",0
1088,meant to reduce blake's philosophy into a tragic coming-of-age saga punctuated by bursts of animator todd mcfarlane's sup erh er o dys to pi a .,1
1089,"mr . polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever re ve aled be fo re about the source of his spiritual survival .",1
1090,it's loud and boring ; watching it is like being trapped at a bad rock concert .  ,0
1091,a good piece of work more often than not .      ,1
1092,"a compelling , moving film that respects its audience and its source material .      ",1
1093,"like a grinning jack o' lantern , its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded .  ",0
1094,". . . a sweetly affecting story about four sisters who are coping , in one way or another , with life's endgame .      ",1
1095,writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ab ili ty to l oo k american angst in the eye and end up laughing .,1
1096,"what the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance .      ",1
1097,. . . a cinematic disaster so inadvertently sidesplitting it's worth the price of admission for the ridicule factor alone .  ,0
1098,"despite terrific special effects and funnier gags , harry potter and the chamber of secrets finds a way to make j . k . rowling's marvelous series i nto a deadly bo re .",0
1099,"ms . seigner and mr . serrault bring fresh , unforced naturalism to their characters .      ",1
1100,"lookin' for sin , american-style ? try hell house , which documents the cautionary christian spook-a-rama of the same nam e .     ",1
1101,an ambitious 'what if ? ' that works .      ,1
1102,"if oscar had a category called best bad film you thought was going to be really awful but wasn't , guys would probably be duking it out with the que en of the damne d for the honor .",0
1103,it's a documentary that says that the alternate sexuality meant to set you free may require so much relationship maintenance that celibacy can start looking good . ,0
1104,a cleverly crafted but ultimately hollow mockumentary .  ,0
1105,"its and pieces of the hot chick are so hilarious , and schneider's performance is so fine , it's a real shame that so much of the movie -- again , a s in the animal -- is a slapdash mess .",0
1106,"what started out as a taut contest of wills between bacon and theron , deteriorates into a protracted and borderline silly chase sequence .  ",0
1107,if only merchant paid more attention the story .  ,0
1108,fuller would surely have called this gutsy and at times exhilarating movie a great yarn .      ,1
1109,it treats women like idiots .  ,0
1110,a beautifully tooled action thriller about love and terrorism in korea .      ,1
1111,it's a feel-good movie about which you can actually feel good .      ,1
1112,"it has its faults , but it is a kind , unapologetic , sweetheart of a movie , and mandy moore leaves a positive impressio n .     ",1
1113,godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess . . . in praise of love rema ins a ponderous and pretentious endeavor that's unfocused and tediously exasperating .,0
1114,"apuestas fuertes para el futuro del director , y apuestas bien fundadas , pues la suerte ya la tiene , y la cinta lo comp rue ba . . . . ",1
1115,"claude chabrol's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath ot he rwise t en der movements .",1
1116,the plot meanders from gripping to plodding and back .  ,0
1117,"the setting is so cool that it chills the characters , reducing our emotional stake in the outcome of "" intacto's "" dange rou s and s ed uc tively stylish game .",1
1118,"as 'chick flicks' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plott ing . ",0
1119,"the problem is that for the most part , the film is deadly dull .  ",0
1120,"between them , de niro and murphy make showtime the most savory and hilarious guilty pleasure of many a recent movie seas on .    ",1
1121,as a randy film about sexy people in gorgeous places being pushed and pulled ( literally and figuratively ) by desire . . . [s ex an d lu c�a] makes for an arousing good time .,1
1122,"here's a case of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces the m into bizarre , implausible behavior .",0
1123,the primitive force of this film seems to bubble up from the vast collective memory of the combatants . it's like watchin g a n ightm ar e made flesh .,1
1124,"the histrionic muse still eludes madonna and , playing a charmless witch , she is merely a charmless witch .  ",0
1125,the comedy death to smoochy is a rancorous curiosity : a movie without an apparent audience .  ,0
1126,one sloughs one's way through the mire of this alleged psychological thriller in search of purpose or even a plot .  ,0
1127,this is the kind of movie where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks .  ,0
1128,"some of the most ravaging , gut-wrenching , frightening war scenes since "" saving private ryan "" have been recreated by j ohn w oo in t hi s little-known story of native americans and their role in the second great war .",1
1129,creepy but ultimately unsatisfying thriller .  ,0
1130,"despite its sincere acting , signs is just another unoriginal run of the mill sci-fi film with a flimsy ending and lots of hype .  ",0
1131,"it wants to be thought of as a subversive little indie film , but it has all the qualities of a modern situation comedy .  ",0
1132,a dashing and absorbing outing with one of france's most inventive directors .      ,1
1133,the stunt work is top-notch ; the dialogue and drama often food-spittingly funny .  ,0
1134,"it's a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertaint ies .    ",1
1135,"garc�a bernal and talanc�n are an immensely appealing couple , and even though their story is predictable , you'll want t hin gs to w or k out .",1
1136,"by the time the plot grinds itself out in increasingly incoherent fashion , you might be wishing for a watch that makes time go faster rather than t he other way ar ound .",0
1137,this is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that doesn't revea l e ve n a h in t of artifice .,1
1138,"the wwii drama is well plotted , visually striking and filled with enjoyably complex characters who are never what they f irs t appea r . ",1
1139,a sequence of ridiculous shoot-'em-up scenes .  ,0
1140,"foster nails the role , giving a tight , focused performance illuminated by shards of feeling .      ",1
1141,i liked this film a lot . . .      ,1
1142,a difficult but worthy film that bites off more than it can chew by linking the massacre of armenians in 1915 with some d iff ic ult r el at ionships in the present .,1
1143,"is red dragon worthy of a place alongside the other hannibal movies ? as hannibal would say , yes , 'it's like having an old f riend f or dinner' .",1
1144,a refreshing korean film about five female high school friends who face an uphill battle when they try to take their rela tio ns hips in to deeper waters .,1
1145,graced with the kind of social texture and realism that would be foreign in american teen comedies .      ,1
1146,"everything in maid in manhattan is exceedingly pleasant , designed not to offend . it goes down easy , leaving virtually no aftertaste .  ",0
1147,'interesante y disfrutable trabajo gracias a que prescinde del cl�sico elemento estadounidense patriotero y manipulador . '     ,1
1148,this one is strictly a lightweight escapist film .      ,1
1149,absolutely ( and unintentionally ) terrifying .  ,0
1150,the acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line .  ,0
1151,meandering and confusing .  ,0
1152,"even if it is generally amusing from time to time , i spy has all the same problems the majority of action comedies have .  ",0
1153,"it's a smartly directed , grown-up film of ideas .      ",1
1154,"hip-hop has a history , and it's a metaphor for this love story .      ",1
1155,"an ill-conceived jumble that's not scary , not smart and not engaging .  ",0
1156,". . . a story , an old and scary one , about the monsters we make , and the vengeance they take .      ",1
1157,"a meditation on faith and madness , frailty is blood-curdling stuff .      ",1
1158,maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while .      ,1
1159,"there are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels .  ",0
1160,"if you're part of her targeted audience , you'll cheer . otherwise , maybe .      ",1
1161,"wallace gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste .  ",0
1162,the tenderness of the piece is still intact .      ,1
1163,offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a holly woo d film .  ,1
1164,"if the last man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another nigh t of delightful hand shadows .",0
1165,"maybe it's asking too much , but if a movie is truly going to inspire me , i want a little more than this .  ",0
1166,puts a refreshing and comical spin on the all-too-familiar saga of the contemporary single woman .      ,1
1167,"ryan gosling is , in a word , brilliant as the conflicted daniel .      ",1
1168,"it is amusing , and that's all it needs to be .      ",1
1169,"slow , dry , poorly cast , but beautifully shot .  ",0
1170,"mr . goyer's loose , unaccountable direction is technically sophisticated in the worst way .  ",0
1171,i'd be hard pressed to think of a film more cloyingly sappy than evelyn this year .  ,0
1172,smart and taut .      ,1
1173,. . . manages to deliver a fair bit of vampire fun .      ,1
1174,more a gunfest than a rock concert .  ,0
1175,"city by the sea is the cinematic equivalent of defensive driving : it's careful , conscientious and makes no major mistakes . but what saves lives o n the freeway d oes not necessarily make for persuasive viewing .",0
1176,you know that ten bucks you'd spend on a ticket ? just send it to cranky . we don't get paid enough to sit through crap like this .  ,0
1177,"inherently caustic and oddly whimsical , the film chimes in on the grieving process and strangely draws the audience into th e unexp la in able pain and eccentricities that are attached to the concept of loss .",1
1178,cho continues her exploration of the outer limits of raunch with considerable brio .      ,1
1179,fred schepisi's tale of four englishmen facing the prospect of their own mortality views youthful affluence not as a lost id ea l but a s tarting point .,1
1180,"the strong subject matter continues to shock throughout the film . not everyone will play the dark , challenging tune tau ght b y the p ia no teacher .",1
1181,return to neverland manages to straddle the line between another classic for the company and just another run-of-the-mill disney sequel intended for the home video market .,0
1182,"high crimes carries almost no organic intrigue as a government/ marine/legal mystery , and that's because the movie serves up all of that stuff , ne arly subliminal ly , as the old-hat province of male intrigue .",0
1183,"a solid , psychological action film from hong kong .      ",1
1184,audiences will find no mention of political prisoners or persecutions that might paint the castro regime in less than saintly tones .  ,0
1185,one regards reign of fire with awe . what a vast enterprise has been marshaled in the service of such a minute idea .  ,0
1186,this kiddie-oriented stinker is so bad that i even caught the gum stuck under my seat trying to sneak out of the theater  ,0
1187,"i would have preferred a transfer down the hall to mr . holland's class for the music , or to robin williams's lecture so i could listen to a teache r with humor , passion , and verve .",0
1188,the story bogs down in a mess of purposeless violence .  ,0
1189,it's not difficult to spot the culprit early-on in this predictable thriller .  ,0
1190,"the film is painfully authentic , and the performances of the young players are utterly convincing .      ",1
1191,"first and foremost . . . the reason to go see "" blue crush "" is the phenomenal , water-born cinematography by david henni ngs .    ",1
1192,"director hoffman , his writer and kline's agent should serve detention  ",0
1193,"miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet .      ",1
1194,"with the exception of mccoist , the players don't have a clue on the park . the acting isn't much better .  ",0
1195,adaptation is simply brilliant .      ,1
1196,"you come away from his film overwhelmed , hopeful and , perhaps paradoxically , illuminated .      ",1
1197,this thing is just garbage .  ,0
1198,even better than the first one !      ,1
1199,"it's sobering , particularly if anyone still thinks this conflict can be resolved easily , or soon .      ",1
1200,"director lee has a true cinematic knack , but it's also nice to see a movie with its heart so thoroughly , unabashedly on it s sleev e . ",1
1201,"nonchalantly freaky and uncommonly pleasurable , warm water may well be the year's best and most unpredictable comedy .      ",1
1202,"a film centering on a traditional indian wedding in contemporary new delhi may not sound like specialized fare , but mira na ir 's fi lm i s an absolute delight for all audiences .",1
1203,the party scenes deliver some tawdry kicks . the rest of the film . . . is dudsville .  ,0
1204,"the notion of deleting emotion from people , even in an advanced prozac nation , is so insanely dysfunctional that the rampantly designed equilibriu m becomes a con cept doofus .",0
1205,"i don't know if frailty will turn bill paxton into an a-list director , but he can rest contentedly with the knowledge th at he 's ma de a t least one damn fine horror movie .",1
1206,a tone poem of transgression .      ,1
1207,it's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renow n c he lsea ho te l . . .,1
1208,what begins as a film in the tradition of the graduate quickly switches into something more recyclable than significant .      ,1
1209,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing hi s camera through the smeared windshield of his rental car .",0
1210,the film's implicit premise is that the faith of the tonga people is in every way inferior to that of john .  ,0
1211,"mr . wollter and ms . seldhal give strong and convincing performances , but neither reaches into the deepest recesses of the character to unearth th e quaking essen ce of passion , grief and fear .",0
1212,"a vile , incoherent mess . . . a scummy ripoff of david cronenberg's brilliant 'videodrome . '  ",0
1213,"a baffling subplot involving smuggling drugs inside danish cows falls flat , and if you're going to alter the bard's ending , you'd better have a go od alternative .",0
1214,"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery ch ann el . bu t in imax 3-d , the clich�s disappear into the vertiginous perspectives opened up by the photography .",1
1215,"miyazaki has created such a vibrant , colorful world , it's almost impossible not to be swept away by the sheer beauty of hi s image s . ",1
1216,a whimsical if predictable time-travel fable marred by a willful single-mindedness .  ,0
1217,the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .  ,0
1218,"the journey is worth your time , especially if you have ellen pompeo sitting next to you for the ride .      ",1
1219,nicholas nickleby celebrates the human spirit with such unrelenting dickensian decency that it turned me ( horrors ! ) into scrooge .  ,0
1220,""" 13 conversations about one thing "" is an intelligent flick that examines many different ideas from happiness to guilt in an intr ig ui ng bit of storytelling .",1
1221,"this is a nicely handled affair , a film about human darkness but etched with a light ( yet unsentimental ) touch .      ",1
1222,"showtime is one of the hapless victims of the arrogant "" if we put together a wry white man and a chatty black man and give them guns , the movie wi ll be funny "" s yndrome .",0
1223,even after 90 minutes of playing opposite each other bullock and grant still look ill at ease sharing the same scene . what should have been a painl ess time-killer becomes instead a grating endurance test .,0
1224,"it's about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and u lti ma tely co me s off as insultingly simplistic .",1
1225,richly entertaining and suggestive of any number of metaphorical readings .      ,1
1226,"this is a harrowing movie about how parents know where all the buttons are , and how to push them .      ",1
1227,"klein , charming in comedies like american pie and dead-on in election , delivers one of the saddest action hero performances ever witnessed .  ",0
1228,the film's thoroughly recycled plot and tiresome jokes . . . drag the movie down .  ,0
1229,gere gives a good performance in a film that doesn't merit it .  ,0
1230,a reworking of die hard and cliffhanger but it's nowhere near as exciting as either .  ,0
1231,"blade ii is as estrogen-free as movies get , so you might want to leave your date behind for this one , or she's gonna ma ke yo u fee l li ke you owe her big-time .",1
1232,"before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , steven shainberg's adaptation of mary gaitskill's harrowing shor t story . . . i s a brilliantly played , deeply unsettling experience .",0
1233,the character of zigzag is not sufficiently developed to support a film constructed around him .  ,0
1234,an unclassifiably awful study in self- and audience-abuse .  ,0
1235,"there is a kind of attentive concern that hoffman brings to his characters , as if he has been giving them private lesson s , a nd no w it is time for their first public recital .",1
1236,"flat , misguided comedy .  ",0
1237,strictly a 'guy's film' in the worst sense of the expression .  ,0
1238,". . . the story , like ravel's bolero , builds to a crescendo that encompasses many more paths than we started with .      ",1
1239,"newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg .      ",1
1240,watching spirited away is like watching an eastern imagination explode .      ,1
1241,strange and beautiful film .      ,1
1242,"almost everyone growing up believes their family must look like "" the addams family "" to everyone looking in . . . "" my b ig fa t gre ek w edding "" comes from the heart . . .",1
1243,"though it inspires some ( out-of-field ) creative thought , the film is -- to its own detriment -- much more a cinematic collage than a polemical tr act . ",0
1244,"( a ) hollywood sheen bedevils the film from the very beginning . . . ( but ) lohman's moist , deeply emotional eyes shi ne th rough t hi s bogus veneer . . .",1
1245,"simultaneously heart-breaking and very funny , the last kiss is really all about performances .      ",1
1246,rarely does such high-profile talent serve such literate material .      ,1
1247,sade is an engaging look at the controversial eponymous and fiercely atheistic hero .      ,1
1248,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugl y and d iv er se forms .,1
1249,a film of precious increments artfully camouflaged as everyday activities .      ,1
1250,sex is one of those films that aims to confuse .      ,1
1251,the film is impressive for the sights and sounds of the wondrous beats the world has to offer .      ,1
1252,"at just over an hour , home movie will leave you wanting more , not to mention leaving you with some laughs and a smile o n y ou r fac e . ",1
1253,"though it pretends to expose the life of male hustlers , it's exploitive without being insightful .  ",0
1254,"sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness .  ",0
1255,"seeing seinfeld at home as he watches his own appearance on letterman with a clinical eye reminds you that the key to sta nd- up is t o al ways make it look easy , even though the reality is anything but .",1
1256,"the story suffers a severe case of oversimplification , superficiality and silliness .  ",0
1257,a rehash of every gangster movie from the past decade .  ,0
1258,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes .      ",1
1259,"the makers of divine secrets of the ya-ya sisterhood should offer a free ticket ( second prize , of course , two free tickets ) to anyone who can lo cate a genuinel y honest moment in their movie .",0
1260,"after all the big build-up , the payoff for the audience , as well as the characters , is messy , murky , unsatisfying .  ",0
1261,[siegel] and co-writers lisa bazadona and grace woodard have relied too much on convention in creating the characters who surround frankie .  ,0
1262,"co-writer/director jonathan parker's attempts to fashion a brazil-like , hyper-real satire fall dreadfully short .  ",0
1263,"the last scenes of the film are anguished , bitter and truthful . mr . koshashvili is a director to watch .      ",1
1264,"sluggishly directed by episodic tv veteran joe zwick , it's a sitcom without the snap-crackle .  ",0
1265,a gift to anyone who loves both dance and cinema      ,1
1266,"if the real-life story is genuinely inspirational , the movie stirs us as well .      ",1
1267,"it's not a bad premise , just a bad movie .  ",0
1268,it doesn't matter that the film is less than 90 minutes . it still feels like a prison stretch .  ,0
1269,rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .      ,1
1270,"seriously , rent the disney version .  ",0
1271,". . . has freaky scenes where the crew wonder if they're ghosts imagining themselves as alive . it's a sly wink to the o the rs with ou t becoming a postmodern joke , made creepy by its "" men in a sardine can "" warped logic .",1
1272,the cast comes through even when the movie doesn't .      ,1
1273,"a taut , sobering film .      ",1
1274,consider the film a celluloid litmus test for the intellectual and emotional pedigree of your date and a giant step backward for a director i admire . ,0
1275,it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .      ,1
1276,this seductive tease of a thriller gets the job done . it's a scorcher .      ,1
1277,"brings together some of the biggest names in japanese anime , with impressive results .      ",1
1278,"the film doesn't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made spy kids a surprising winner with bo th adults and y ounger audiences .",0
1279,"an admitted egomaniac , evans is no hollywood villain , and yet this grating showcase almost makes you wish he'd gone the way of don simpson .  ",0
1280,"a sensitive , cultivated treatment of greene's work as well as a remarkably faithful one .      ",1
1281,"if mr . zhang's subject matter is , to some degree at least , quintessentially american , his approach to storytelling mi ght b e cal le d iranian .",1
1282,this is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life .  ,0
1283,another entertaining romp from robert rodriguez .      ,1
1284,director charles stone iii applies more detail to the film's music than to the story line ; what's best about drumline is it s energ y . ,1
1285,bouquet gives a performance that is masterly .      ,1
1286,"written , flatly , by david kendall and directed , barely , by there's something about mary co-writer ed decter .  ",0
1287,its appeal will probably limited to lds church members and undemanding armchair tourists .  ,0
1288,they threw loads of money at an idea that should've been so much more even if it was only made for teenage boys and wrestling fans .  ,0
1289,"britney's performance cannot be faulted . lucy's a dull girl , that's all .  ",0
1290,"there's . . . tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate .      ",1
1291,bland but harmless .  ,0
1292,the lousy john q all but spits out denzel washington's fine performance in the title role .  ,0
1293,neatly constructed thriller .      ,1
1294,"the only thing to fear about "" fear dot com "" is hitting your head on the theater seat in front of you when you doze off thirty minutes into the fil m . ",0
1295,splendidly illustrates the ability of the human spirit to overcome adversity .      ,1
1296,"there's no disguising this as one of the worst films of the summer . or for the year , for that matter .  ",0
1297,"although the editing might have been tighter , hush ! sympathetically captures the often futile lifestyle of young people in m odern j ap an .",1
1298,sharp edges and a deep vein of sadness run through its otherwise comic narrative .      ,1
1299,"seemingly a vehicle to showcase the canadian's inane ramblings , stealing harvard is a smorgasbord of soliloquies about nothing delivered by the for mer mr . drew b arrymore .",0
1300,"you can watch , giggle and get an adrenaline boost without feeling like you've completely lowered your entertainment stan dar ds .   ",1
1301,"it's an earnest debut full of heartfelt performances , but is ultimately let down by a story that is all too predictable .  ",0
1302,a fanciful drama about napoleon's last years and his surprising discovery of love and humility .      ,1
1303,"despite the long running time , the pace never feels slack -- there's no scene that screams "" bathroom break ! ""      ",1
1304,this is a shrewd and effective film from a director who understands how to create and sustain a mood .      ,1
1305,"there's just no currency in deriding james bond for being a clich�d , doddering , misogynistic boy's club .  ",0
1306,"an ambitious , guilt-suffused melodrama crippled by poor casting .  ",0
1307,"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his c o-director , to ny r . abrams , in their feature debut .",0
1308,"though a capable thriller , somewhere along the way k-19 jettisoned some crucial drama .      ",1
1309,"this isn't a retooled genre piece , the tale of a guy and his gun , but an amiably idiosyncratic work .      ",1
1310,"a particularly joyless , and exceedingly dull , period coming-of-age tale .  ",0
1311,""" frailty "" offers chills much like those that you get when sitting around a campfire around midnight , telling creepy s tor ie s to gi ve each other the willies . and , there's no way you won't be talking about the film once you exit the theater .",1
1312,"dark , resonant , inventively detailed and packed with fleet turns of plot and a feast of visual amazement .      ",1
1313,"one of the year's best films , featuring an oscar-worthy performance by julianne moore .      ",1
1314,rubbo's humorously tendentious intervention into the who-wrote-shakespeare controversy .      ,1
1315,about one in three gags in white's intermittently wise script hits its mark ; the rest are padding unashamedly appropriated from the teen-exploitati on playbook . ,0
1316,"it's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic . unfortunately , that's preci sely what arthu r dong's family fundamentals does .",0
1317,i found the movie as divided against itself as the dysfunctional family it portrays .  ,0
1318,"while certainly more naturalistic than its australian counterpart , amari's film falls short in building the drama of lilia's journey .  ",0
1319,"elaborate special effects take centre screen , so that the human story is pushed to one side .  ",0
1320,"it's fun , but a psychological mess , with austin powers bumping his head on the way out of the closet .  ",0
1321,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle .  ",0
1322,it's supposed to be a romantic comedy - it suffers from too much norma rae and not enough pretty woman .  ,0
1323,"not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare .      ",1
1324,[macdowell] ventures beyond her abilities several times here and reveals how bad an actress she is .  ,0
1325,"this miserable excuse of a movie runs on empty , believing flatbush machismo will get it through .  ",0
1326,"the large-frame imax camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a mu st fo r ev eryone from junior scientists to grown-up fish lovers .",1
1327,a fan film that for the uninitiated plays better on video with the sound turned down .  ,0
1328,that death is merely a transition is a common tenet in the world's religions . this deeply spiritual film taps into the m ean in g and c on solation in afterlife communications .,1
1329,"i doubt anyone will remember the picture by the time christmas really rolls around , but maybe it'll be on video by then .  ",0
1330,"an incendiary , deeply thought-provoking look at one of the most peculiar ( and peculiarly venomous ) bigotries in our in cre as ingly f ri ghtening theocracy",1
1331,a budget affair that exposes the generally sad existence of the bedouins while providing a precious twinkle of insight in to th eir l iv es .,1
1332,"if you can tolerate the redneck-versus-blueblood cliches that the film trades in , sweet home alabama is diverting in the ma nn er of j ef f foxworthy's stand-up act .",1
1333,". . . tunney is allowed to build an uncommonly human character , an almost real-live girl complete with trouble and hope .     ",1
1334,"howard and his co-stars all give committed performances , but they're often undone by howard's self-conscious attempts to find a 'literary' filmmaki ng style to mat ch his subject .",0
1335,"leigh is one of the rare directors who feels acting is the heart and soul of cinema . he allows his cast members to make cre at ive c on tr ibutions to the story and dialogue . this method almost never fails him , and it works superbly here .",1
1336,. . . an enjoyably frothy 'date movie' . . .      ,1
1337,"the merchant-ivory team continues to systematically destroy everything we hold dear about cinema , only now it's begun to split up so that it can do even more dama ge .",0
1338,"in an era where big stars and high production values are standard procedure , narc strikes a defiantly retro chord , and out pa ces i ts c ontemporaries with daring and verve .",1
1339,newcomer helmer kevin donovan is hamstrung by a badly handled screenplay of what is really an amusing concept � a high-tech tux that transforms its wearer into a s uperman .,0
1340,#NAME?,1
1341,this sort of cute and cloying material is far from zhang's forte and it shows .  ,0
1342,"the jokes are flat , and the action looks fake .  ",0
1343,"the very definition of what critics have come to term an "" ambitious failure . ""  ",0
1344,this dubious product of a college-spawned ( colgate u . ) comedy ensemble known as broken lizard plays like a mix of cheech and chong and chips .  ,0
1345,"from the opening strains of the average white band's "" pick up the pieces "" , you can feel the love .      ",1
1346,"obvious , obnoxious and didactic burlesque .  ",0
1347,"it's surprisingly decent , particularly for a tenth installment in a series .      ",1
1348,the movie is about as humorous as watching your favorite pet get buried alive .  ,0
1349,predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king .  ,0
1350,"accuracy and realism are terrific , but if your film becomes boring , and your dialogue isn't smart , then you need to use more poetic license .  ",0
1351,"[screenwriter] pimental took the farrelly brothers comedy and feminized it , but it is a rather poor imitation .  ",0
1352,"the filmmakers try to balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes b rac in g , s om et imes baffling and quite often , and in unexpected ways , touching .",1
